Número de póliza,Fecha de inicio,Fecha de vencimiento,Tipo de cobertura,Modelo del coche,Año del coche,Valor asegurado,Deducible,Estado del seguro,Gastos médicos,Daños a terceros
P000002770,2022-09-07,2023-09-07,Cobertura de colisión,Honda Civic,2013,18967,700,Al día,1,0
P000002771,2025-07-20,2026-07-20,Cobertura de robo,Hyundai Elantra,2015,21567,600,Al día,1,0
P000002772,2024-04-29,2025-04-29,Cobertura amplia,Kia Forte,2018,29245,500,Al día,1,1
P000002773,2021-04-06,2022-04-06,Cobertura de colisión,Honda Civic,2016,40604,500,Al día,0,0
P000002774,2022-09-14,2023-09-14,Cobertura de colisión,Nissan Sentra,2019,38415,600,Al día,1,1
P000002775,2025-08-08,2026-08-08,Cobertura total,Hyundai Elantra,2020,33209,700,Vencido,1,1
P000002776,2020-10-17,2021-10-17,Cobertura total,Ford Focus,2017,16344,600,Al día,1,0
P000002777,2025-12-03,2026-12-03,Cobertura de robo,Nissan Sentra,2011,43276,600,Vencido,0,1
P000002778,2020-02-19,2021-02-18,Cobertura total,Honda Civic,2010,47161,600,Vencido,1,0
P000002779,2024-01-19,2025-01-18,Cobertura amplia,Chevrolet Cruze,2022,18457,600,Al día,1,0
P000002780,2023-07-20,2024-07-19,Cobertura total,Ford Focus,2010,13232,600,Al día,0,1
P000002781,2021-06-24,2022-06-24,Cobertura de colisión,Ford Focus,2016,40493,600,Al día,1,0
P000002782,2024-05-03,2025-05-03,Cobertura de robo,Kia Forte,2011,28392,700,Vencido,1,1
P000002783,2024-09-19,2025-09-19,Cobertura de robo,Honda Civic,2019,35820,600,Vencido,1,0
P000002784,2024-02-05,2025-02-04,Cobertura de colisión,Mazda 3,2013,39878,700,Al día,1,1
P000002785,2021-12-08,2022-12-08,Responsabilidad civil,Ford Focus,2013,15782,700,Vencido,1,0
P000002786,2025-04-13,2026-04-13,Cobertura total,Toyota Corolla,2019,39156,600,Vencido,1,0
P000002787,2020-10-25,2021-10-25,Responsabilidad civil,Toyota Corolla,2010,37572,500,Al día,0,0
P000002788,2020-03-09,2021-03-09,Cobertura total,Toyota Corolla,2012,17439,600,Al día,1,1
P000002789,2020-10-03,2021-10-03,Cobertura amplia,Nissan Sentra,2015,42766,500,Al día,0,0
P000002790,2020-02-26,2021-02-25,Responsabilidad civil,Hyundai Elantra,2016,31221,600,Vencido,1,0
P000002791,2022-12-09,2023-12-09,Cobertura amplia,Ford Focus,2022,39957,600,Al día,0,1
P000002792,2022-06-02,2023-06-02,Cobertura total,Honda Civic,2020,16324,700,Al día,1,0
P000002793,2020-06-12,2021-06-12,Cobertura de colisión,Nissan Sentra,2010,32409,600,Al día,0,1
P000002794,2020-09-04,2021-09-04,Responsabilidad civil,Honda Civic,2012,13662,700,Al día,0,1
P000002795,2024-06-18,2025-06-18,Cobertura de colisión,Toyota Corolla,2020,27148,600,Vencido,0,0
P000002796,2025-09-06,2026-09-06,Cobertura total,Ford Focus,2014,29336,600,Vencido,1,1
P000002797,2023-03-19,2024-03-18,Cobertura de robo,Toyota Corolla,2010,27982,500,Al día,0,1
P000002798,2025-08-14,2026-08-14,Cobertura total,Mazda 3,2017,27138,600,Vencido,0,1
P000002799,2024-08-28,2025-08-28,Cobertura de robo,Volkswagen Jetta,2012,19040,700,Al día,0,0
P000002800,2024-09-30,2025-09-30,Cobertura de robo,Toyota Corolla,2016,40560,500,Vencido,1,0
P000002801,2024-07-05,2025-07-05,Responsabilidad civil,Hyundai Elantra,2012,46237,600,Al día,1,0
P000002802,2020-12-03,2021-12-03,Cobertura amplia,Ford Focus,2017,21152,500,Vencido,0,1
P000002803,2021-09-17,2022-09-17,Cobertura amplia,Chevrolet Cruze,2018,41278,600,Vencido,0,0
P000002804,2023-02-10,2024-02-10,Responsabilidad civil,Toyota Corolla,2013,42395,700,Vencido,0,0
P000002805,2020-12-08,2021-12-08,Cobertura total,Toyota Corolla,2019,38181,600,Al día,0,0
P000002806,2023-06-23,2024-06-22,Cobertura de colisión,Ford Focus,2019,41112,700,Vencido,0,1
P000002807,2020-11-19,2021-11-19,Cobertura total,Nissan Sentra,2022,11300,700,Vencido,0,0
P000002808,2025-09-25,2026-09-25,Cobertura de colisión,Honda Civic,2020,39500,500,Al día,0,0
P000002809,2022-04-12,2023-04-12,Cobertura total,Volkswagen Jetta,2019,29925,700,Vencido,1,1
P000002810,2021-09-28,2022-09-28,Cobertura de robo,Ford Focus,2013,35925,500,Al día,0,1
P000002811,2023-08-31,2024-08-30,Cobertura amplia,Kia Forte,2017,44586,700,Vencido,1,1
P000002812,2024-05-19,2025-05-19,Cobertura de colisión,Nissan Sentra,2020,37889,700,Al día,0,1
P000002813,2020-09-27,2021-09-27,Cobertura amplia,Toyota Corolla,2021,32171,700,Vencido,0,0
P000002814,2023-06-24,2024-06-23,Responsabilidad civil,Toyota Corolla,2021,32764,600,Al día,1,0
P000002815,2024-11-26,2025-11-26,Responsabilidad civil,Chevrolet Cruze,2016,26811,600,Al día,0,1
P000002816,2022-09-04,2023-09-04,Cobertura de colisión,Ford Focus,2016,29156,500,Vencido,0,1
P000002817,2020-08-25,2021-08-25,Cobertura total,Nissan Sentra,2019,25086,600,Vencido,0,1
P000002818,2022-09-28,2023-09-28,Cobertura total,Hyundai Elantra,2012,48817,600,Al día,1,1
P000002819,2020-12-19,2021-12-19,Cobertura de colisión,Nissan Sentra,2022,19430,600,Al día,1,1
P000002820,2024-11-14,2025-11-14,Cobertura de colisión,Chevrolet Cruze,2015,29040,700,Vencido,0,0
P000002821,2021-04-20,2022-04-20,Cobertura amplia,Toyota Corolla,2011,29410,700,Al día,1,1
P000002822,2025-01-31,2026-01-31,Cobertura total,Toyota Corolla,2021,46065,600,Al día,1,1
P000002823,2020-08-13,2021-08-13,Cobertura amplia,Subaru Impreza,2014,31995,700,Al día,0,1
P000002824,2023-06-20,2024-06-19,Responsabilidad civil,Nissan Sentra,2019,22778,500,Vencido,1,1
P000002825,2021-12-20,2022-12-20,Cobertura amplia,Chevrolet Cruze,2018,47649,700,Vencido,0,0
P000002826,2021-05-04,2022-05-04,Cobertura de robo,Volkswagen Jetta,2010,24444,500,Vencido,0,0
P000002827,2020-02-21,2021-02-20,Cobertura amplia,Nissan Sentra,2021,28284,500,Vencido,0,0
P000002828,2021-07-16,2022-07-16,Cobertura de robo,Subaru Impreza,2020,17155,700,Al día,1,0
P000002829,2020-02-16,2021-02-15,Responsabilidad civil,Toyota Corolla,2016,26142,700,Vencido,1,1
P000002830,2021-11-02,2022-11-02,Responsabilidad civil,Kia Forte,2020,21341,500,Vencido,0,0
P000002831,2025-07-26,2026-07-26,Responsabilidad civil,Hyundai Elantra,2020,44820,500,Al día,0,0
P000002832,2023-11-21,2024-11-20,Cobertura total,Toyota Corolla,2013,21322,600,Al día,1,0
P000002833,2025-11-12,2026-11-12,Cobertura de colisión,Honda Civic,2017,49957,600,Vencido,0,1
P000002834,2025-10-19,2026-10-19,Cobertura amplia,Volkswagen Jetta,2010,25342,600,Vencido,1,1
P000002835,2022-11-27,2023-11-27,Cobertura amplia,Chevrolet Cruze,2012,11135,500,Vencido,0,0
P000002836,2021-11-14,2022-11-14,Responsabilidad civil,Toyota Corolla,2018,27208,500,Al día,0,1
P000002837,2024-03-03,2025-03-03,Cobertura de colisión,Toyota Corolla,2020,36744,600,Vencido,1,0
P000002838,2021-06-03,2022-06-03,Cobertura amplia,Honda Civic,2010,21187,600,Vencido,1,1
P000002839,2023-01-05,2024-01-05,Responsabilidad civil,Toyota Corolla,2014,39736,600,Al día,0,0
P000002840,2021-04-28,2022-04-28,Responsabilidad civil,Ford Focus,2020,17686,600,Vencido,1,1
P000002841,2020-04-30,2021-04-30,Cobertura total,Nissan Sentra,2016,29920,600,Vencido,1,0
P000002842,2023-10-04,2024-10-03,Cobertura de robo,Kia Forte,2011,32955,500,Al día,0,0
P000002843,2024-10-24,2025-10-24,Cobertura amplia,Toyota Corolla,2019,16436,600,Al día,1,1
P000002844,2023-01-19,2024-01-19,Responsabilidad civil,Kia Forte,2020,45822,500,Vencido,0,1
P000002845,2025-11-15,2026-11-15,Responsabilidad civil,Chevrolet Cruze,2018,20659,600,Al día,0,1
P000002846,2020-09-18,2021-09-18,Responsabilidad civil,Kia Forte,2016,29893,500,Vencido,0,1
P000002847,2022-12-13,2023-12-13,Responsabilidad civil,Ford Focus,2010,36175,600,Vencido,1,0
P000002848,2020-11-11,2021-11-11,Cobertura de colisión,Toyota Corolla,2010,34763,600,Al día,1,1
P000002849,2025-07-25,2026-07-25,Responsabilidad civil,Toyota Corolla,2015,28243,700,Al día,0,0
P000002850,2025-02-07,2026-02-07,Cobertura total,Volkswagen Jetta,2019,15052,600,Al día,0,1
P000002851,2025-09-23,2026-09-23,Responsabilidad civil,Subaru Impreza,2011,30414,500,Al día,0,1
P000002852,2024-01-15,2025-01-14,Cobertura de colisión,Hyundai Elantra,2022,41182,500,Al día,1,0
P000002853,2020-08-15,2021-08-15,Cobertura total,Ford Focus,2014,14936,500,Al día,1,0
P000002854,2025-08-08,2026-08-08,Responsabilidad civil,Nissan Sentra,2019,45604,700,Al día,0,0
P000002855,2021-11-14,2022-11-14,Cobertura de colisión,Subaru Impreza,2019,31119,700,Vencido,0,0
P000002856,2024-02-15,2025-02-14,Responsabilidad civil,Volkswagen Jetta,2019,37855,600,Vencido,1,1
P000002857,2021-10-06,2022-10-06,Cobertura total,Toyota Corolla,2020,32256,600,Al día,1,0
P000002858,2022-11-10,2023-11-10,Cobertura de robo,Kia Forte,2011,33473,700,Al día,0,0
P000002859,2021-02-25,2022-02-25,Cobertura amplia,Mazda 3,2013,19757,600,Vencido,0,1
P000002860,2021-04-17,2022-04-17,Cobertura amplia,Kia Forte,2016,27745,500,Al día,0,0
P000002861,2022-07-24,2023-07-24,Responsabilidad civil,Hyundai Elantra,2018,21769,600,Al día,0,0
P000002862,2025-09-15,2026-09-15,Responsabilidad civil,Honda Civic,2015,47439,700,Vencido,0,0
P000002863,2020-01-11,2021-01-10,Cobertura total,Toyota Corolla,2015,10895,700,Vencido,0,1
P000002864,2020-06-29,2021-06-29,Cobertura amplia,Toyota Corolla,2013,41184,700,Al día,0,0
P000002865,2020-02-20,2021-02-19,Cobertura de colisión,Volkswagen Jetta,2015,42065,700,Al día,1,1
P000002866,2022-09-28,2023-09-28,Cobertura amplia,Honda Civic,2015,34965,600,Al día,0,0
P000002867,2020-07-07,2021-07-07,Cobertura de robo,Toyota Corolla,2015,31228,600,Vencido,1,0
P000002868,2025-04-16,2026-04-16,Cobertura de colisión,Hyundai Elantra,2010,48326,700,Al día,0,1
P000002869,2024-01-30,2025-01-29,Cobertura total,Toyota Corolla,2018,30167,700,Vencido,1,1
P000002870,2024-04-17,2025-04-17,Cobertura de robo,Volkswagen Jetta,2013,48644,600,Vencido,0,0
P000002871,2021-09-06,2022-09-06,Responsabilidad civil,Nissan Sentra,2016,18012,600,Al día,0,1
P000002872,2022-01-03,2023-01-03,Cobertura de colisión,Toyota Corolla,2015,17381,600,Vencido,1,0
P000002873,2020-05-24,2021-05-24,Responsabilidad civil,Volkswagen Jetta,2021,36673,600,Al día,1,1
P000002874,2024-09-13,2025-09-13,Cobertura total,Chevrolet Cruze,2015,46530,500,Vencido,1,0
P000002875,2022-07-08,2023-07-08,Cobertura amplia,Toyota Corolla,2010,23597,700,Al día,0,1
P000002876,2023-08-11,2024-08-10,Cobertura total,Toyota Corolla,2021,10999,700,Vencido,0,1
P000002877,2022-10-13,2023-10-13,Cobertura amplia,Honda Civic,2013,42476,600,Al día,1,1
P000002878,2024-08-31,2025-08-31,Cobertura de robo,Kia Forte,2013,20897,600,Al día,0,1
P000002879,2023-08-03,2024-08-02,Responsabilidad civil,Nissan Sentra,2022,18583,600,Vencido,0,1
P000002880,2023-01-16,2024-01-16,Cobertura amplia,Toyota Corolla,2011,32150,700,Al día,1,0
P000002881,2020-11-15,2021-11-15,Cobertura de robo,Hyundai Elantra,2014,26228,500,Al día,1,1
P000002882,2024-03-07,2025-03-07,Cobertura amplia,Nissan Sentra,2019,15980,700,Vencido,0,0
P000002883,2021-05-04,2022-05-04,Cobertura amplia,Hyundai Elantra,2015,23137,500,Vencido,1,1
P000002884,2025-08-18,2026-08-18,Responsabilidad civil,Volkswagen Jetta,2014,17220,700,Al día,1,1
P000002885,2020-08-03,2021-08-03,Cobertura de colisión,Toyota Corolla,2014,46089,500,Vencido,0,1
P000002886,2022-01-04,2023-01-04,Cobertura de robo,Volkswagen Jetta,2016,22081,500,Vencido,1,1
P000002887,2022-07-03,2023-07-03,Cobertura total,Mazda 3,2014,17479,500,Vencido,1,0
P000002888,2025-10-13,2026-10-13,Cobertura de robo,Chevrolet Cruze,2015,48771,600,Al día,1,0
P000002889,2020-07-07,2021-07-07,Cobertura de robo,Nissan Sentra,2014,10890,700,Al día,0,1
P000002890,2024-06-30,2025-06-30,Cobertura total,Volkswagen Jetta,2019,38035,700,Vencido,0,0
P000002891,2020-10-09,2021-10-09,Responsabilidad civil,Toyota Corolla,2014,22846,700,Vencido,0,0
P000002892,2025-03-20,2026-03-20,Cobertura amplia,Chevrolet Cruze,2018,24895,600,Al día,1,1
P000002893,2023-03-02,2024-03-01,Cobertura amplia,Subaru Impreza,2011,28718,700,Al día,1,1
P000002894,2023-06-26,2024-06-25,Cobertura de robo,Ford Focus,2013,15679,700,Vencido,0,1
P000002895,2023-09-02,2024-09-01,Cobertura total,Kia Forte,2019,46799,500,Vencido,1,1
P000002896,2020-12-19,2021-12-19,Cobertura total,Toyota Corolla,2018,48924,600,Vencido,0,1
P000002897,2025-02-13,2026-02-13,Cobertura total,Honda Civic,2021,29111,600,Al día,0,0
P000002898,2020-02-02,2021-02-01,Cobertura total,Toyota Corolla,2019,37672,500,Vencido,1,1
P000002899,2024-02-20,2025-02-19,Cobertura amplia,Honda Civic,2014,29514,600,Al día,1,1
P000002900,2022-04-01,2023-04-01,Cobertura total,Toyota Corolla,2022,30176,500,Al día,0,1
P000002901,2023-04-09,2024-04-08,Cobertura total,Honda Civic,2020,33665,600,Vencido,0,0
P000002902,2023-05-29,2024-05-28,Cobertura total,Chevrolet Cruze,2017,25565,500,Al día,1,0
P000002903,2022-09-20,2023-09-20,Cobertura amplia,Hyundai Elantra,2013,11655,600,Al día,0,1
P000002904,2025-03-15,2026-03-15,Cobertura de robo,Hyundai Elantra,2012,47541,700,Vencido,1,0
P000002905,2024-02-17,2025-02-16,Responsabilidad civil,Honda Civic,2019,12305,600,Vencido,0,0
P000002906,2025-07-13,2026-07-13,Cobertura total,Subaru Impreza,2014,27459,500,Vencido,1,0
P000002907,2022-03-11,2023-03-11,Cobertura total,Honda Civic,2021,25336,600,Al día,0,0
P000002908,2022-10-01,2023-10-01,Cobertura de colisión,Mazda 3,2013,11345,600,Al día,0,0
P000002909,2021-09-08,2022-09-08,Cobertura amplia,Toyota Corolla,2012,14009,500,Vencido,0,1
P000002910,2020-01-27,2021-01-26,Cobertura de robo,Hyundai Elantra,2011,22158,500,Vencido,0,1
P000002911,2024-08-06,2025-08-06,Cobertura de colisión,Honda Civic,2011,17580,500,Vencido,1,1
P000002912,2020-04-07,2021-04-07,Cobertura de robo,Subaru Impreza,2011,26789,600,Al día,1,1
P000002913,2022-08-12,2023-08-12,Responsabilidad civil,Hyundai Elantra,2021,22321,700,Vencido,0,0
P000002914,2023-11-19,2024-11-18,Cobertura amplia,Ford Focus,2016,18879,500,Al día,0,1
P000002915,2020-02-09,2021-02-08,Cobertura de colisión,Toyota Corolla,2021,48284,700,Al día,0,0
P000002916,2023-10-04,2024-10-03,Cobertura amplia,Honda Civic,2018,24247,600,Al día,0,1
P000002917,2020-01-06,2021-01-05,Cobertura amplia,Toyota Corolla,2014,27437,600,Vencido,1,0
P000002918,2024-03-21,2025-03-21,Responsabilidad civil,Honda Civic,2011,20500,700,Vencido,0,1
P000002919,2023-06-13,2024-06-12,Cobertura amplia,Nissan Sentra,2013,24380,600,Al día,0,1
P000002920,2021-03-01,2022-03-01,Cobertura de robo,Ford Focus,2012,43800,500,Al día,0,1
P000002921,2022-04-20,2023-04-20,Cobertura de colisión,Volkswagen Jetta,2021,28118,600,Vencido,1,0
P000002922,2025-12-10,2026-12-10,Cobertura amplia,Volkswagen Jetta,2020,26039,700,Vencido,0,1
P000002923,2022-09-02,2023-09-02,Cobertura amplia,Volkswagen Jetta,2012,11526,500,Al día,0,0
P000002924,2024-09-15,2025-09-15,Responsabilidad civil,Toyota Corolla,2021,16584,700,Al día,1,1
P000002925,2025-07-08,2026-07-08,Cobertura de colisión,Honda Civic,2018,44838,500,Vencido,0,1
P000002926,2020-09-02,2021-09-02,Cobertura de robo,Ford Focus,2019,44494,700,Vencido,1,1
P000002927,2021-08-06,2022-08-06,Cobertura de colisión,Subaru Impreza,2015,17072,500,Vencido,1,1
P000002928,2023-02-20,2024-02-20,Cobertura total,Ford Focus,2011,22552,600,Al día,1,1
P000002929,2021-01-16,2022-01-16,Cobertura amplia,Volkswagen Jetta,2021,10322,700,Vencido,1,0
P000002930,2020-06-28,2021-06-28,Responsabilidad civil,Hyundai Elantra,2019,32248,600,Al día,0,1
P000002931,2022-08-06,2023-08-06,Cobertura de colisión,Nissan Sentra,2020,46781,600,Al día,0,0
P000002932,2025-10-29,2026-10-29,Cobertura total,Honda Civic,2018,32317,600,Vencido,1,1
P000002933,2024-08-18,2025-08-18,Cobertura amplia,Toyota Corolla,2019,21891,600,Al día,0,1
P000002934,2024-03-05,2025-03-05,Cobertura de colisión,Honda Civic,2019,28297,500,Vencido,1,1
P000002935,2025-02-20,2026-02-20,Cobertura amplia,Chevrolet Cruze,2013,39203,700,Al día,0,1
P000002936,2020-12-13,2021-12-13,Cobertura amplia,Kia Forte,2020,29488,600,Al día,1,0
P000002937,2021-01-26,2022-01-26,Cobertura total,Toyota Corolla,2010,28880,600,Vencido,0,1
P000002938,2025-09-01,2026-09-01,Cobertura de robo,Honda Civic,2018,36224,700,Al día,1,0
P000002939,2021-06-30,2022-06-30,Cobertura total,Honda Civic,2020,20754,700,Al día,0,1
P000002940,2024-06-03,2025-06-03,Cobertura total,Kia Forte,2022,36701,500,Vencido,0,0
P000002941,2020-11-02,2021-11-02,Responsabilidad civil,Kia Forte,2010,16326,500,Al día,1,1
P000002942,2020-09-12,2021-09-12,Responsabilidad civil,Ford Focus,2014,17982,700,Vencido,1,1
P000002943,2024-11-16,2025-11-16,Cobertura total,Volkswagen Jetta,2018,48303,500,Vencido,1,1
P000002944,2021-06-19,2022-06-19,Cobertura de colisión,Toyota Corolla,2017,41998,500,Vencido,0,0
P000002945,2022-08-27,2023-08-27,Responsabilidad civil,Nissan Sentra,2020,13894,500,Al día,0,0
P000002946,2023-04-09,2024-04-08,Cobertura de robo,Volkswagen Jetta,2014,40137,700,Vencido,0,1
P000002947,2022-12-05,2023-12-05,Cobertura de robo,Toyota Corolla,2020,23620,600,Al día,1,1
P000002948,2023-07-14,2024-07-13,Responsabilidad civil,Chevrolet Cruze,2018,27328,600,Vencido,0,1
P000002949,2024-05-28,2025-05-28,Cobertura de robo,Hyundai Elantra,2011,37955,500,Vencido,1,1
P000002950,2023-08-29,2024-08-28,Cobertura amplia,Mazda 3,2018,48174,700,Al día,0,0
P000002951,2023-07-26,2024-07-25,Cobertura de robo,Volkswagen Jetta,2021,36432,600,Vencido,1,0
P000002952,2025-01-28,2026-01-28,Cobertura de robo,Mazda 3,2013,31990,600,Vencido,0,0
P000002953,2023-01-18,2024-01-18,Cobertura amplia,Kia Forte,2021,33996,500,Al día,0,0
P000002954,2022-08-14,2023-08-14,Cobertura de robo,Ford Focus,2010,40121,600,Al día,0,0
P000002955,2020-11-01,2021-11-01,Cobertura total,Ford Focus,2021,33478,700,Al día,1,0
P000002956,2022-04-10,2023-04-10,Responsabilidad civil,Toyota Corolla,2014,42646,600,Vencido,1,1
P000002957,2021-07-11,2022-07-11,Cobertura de robo,Toyota Corolla,2016,48262,500,Vencido,1,1
P000002958,2021-03-22,2022-03-22,Cobertura total,Honda Civic,2018,20191,600,Vencido,0,0
P000002959,2021-09-28,2022-09-28,Cobertura total,Toyota Corolla,2019,37668,600,Vencido,0,1
P000002960,2021-03-08,2022-03-08,Cobertura de robo,Hyundai Elantra,2010,34791,500,Al día,1,1
P000002961,2021-11-04,2022-11-04,Cobertura de colisión,Hyundai Elantra,2016,32925,600,Al día,1,1
P000002962,2025-01-15,2026-01-15,Responsabilidad civil,Toyota Corolla,2022,41960,700,Vencido,1,0
P000002963,2025-03-23,2026-03-23,Cobertura amplia,Chevrolet Cruze,2022,48839,600,Al día,0,1
P000002964,2023-07-10,2024-07-09,Responsabilidad civil,Chevrolet Cruze,2016,26223,600,Al día,0,1
P000002965,2024-07-23,2025-07-23,Cobertura de robo,Honda Civic,2013,35565,700,Vencido,0,1
P000002966,2021-05-09,2022-05-09,Responsabilidad civil,Kia Forte,2010,18520,700,Vencido,1,0
P000002967,2024-01-07,2025-01-06,Cobertura de robo,Nissan Sentra,2020,34317,700,Vencido,0,1
P000002968,2022-04-30,2023-04-30,Cobertura total,Hyundai Elantra,2014,13959,500,Vencido,1,1
P000002969,2025-01-25,2026-01-25,Cobertura amplia,Chevrolet Cruze,2022,35903,700,Al día,0,1
P000002970,2023-06-16,2024-06-15,Responsabilidad civil,Toyota Corolla,2022,46719,700,Vencido,1,0
P000002971,2025-03-12,2026-03-12,Cobertura total,Volkswagen Jetta,2021,16318,700,Vencido,0,1
P000002972,2022-12-21,2023-12-21,Cobertura total,Chevrolet Cruze,2021,43105,700,Vencido,1,1
P000002973,2021-05-06,2022-05-06,Cobertura de colisión,Hyundai Elantra,2010,27958,500,Al día,1,1
P000002974,2021-01-05,2022-01-05,Cobertura amplia,Kia Forte,2012,23608,500,Vencido,0,1
P000002975,2021-10-07,2022-10-07,Cobertura total,Hyundai Elantra,2018,31406,700,Vencido,1,1
P000002976,2023-05-31,2024-05-30,Cobertura de robo,Honda Civic,2019,14499,500,Al día,0,0
P000002977,2020-06-14,2021-06-14,Cobertura de robo,Volkswagen Jetta,2014,41088,700,Al día,1,0
P000002978,2022-05-30,2023-05-30,Cobertura amplia,Kia Forte,2018,41071,500,Vencido,0,1
P000002979,2023-09-04,2024-09-03,Cobertura de robo,Hyundai Elantra,2017,41494,500,Vencido,1,1
P000002980,2021-08-30,2022-08-30,Cobertura de colisión,Honda Civic,2011,17553,500,Vencido,1,0
P000002981,2021-01-08,2022-01-08,Cobertura total,Kia Forte,2017,42925,700,Al día,0,0
P000002982,2022-10-13,2023-10-13,Cobertura de robo,Honda Civic,2010,36229,500,Vencido,1,1
P000002983,2023-12-28,2024-12-27,Cobertura de robo,Volkswagen Jetta,2010,40210,700,Al día,0,1
P000002984,2024-06-11,2025-06-11,Cobertura total,Ford Focus,2012,44549,700,Vencido,0,0
P000002985,2025-10-04,2026-10-04,Cobertura amplia,Toyota Corolla,2016,21582,500,Vencido,0,0
P000002986,2020-07-19,2021-07-19,Cobertura total,Chevrolet Cruze,2020,35558,700,Al día,0,0
P000002987,2023-05-09,2024-05-08,Responsabilidad civil,Toyota Corolla,2018,13347,500,Al día,1,1
P000002988,2022-12-01,2023-12-01,Cobertura de colisión,Kia Forte,2013,15348,500,Vencido,0,1
P000002989,2021-12-13,2022-12-13,Cobertura de colisión,Volkswagen Jetta,2017,42266,600,Vencido,0,0
P000002990,2020-05-07,2021-05-07,Cobertura de colisión,Toyota Corolla,2013,33923,700,Al día,1,0
P000002991,2024-07-14,2025-07-14,Cobertura de robo,Honda Civic,2014,13786,500,Al día,0,1
P000002992,2025-01-26,2026-01-26,Cobertura amplia,Mazda 3,2010,20578,500,Al día,1,0
P000002993,2022-10-20,2023-10-20,Cobertura de colisión,Ford Focus,2015,11046,600,Vencido,0,1
P000002994,2021-01-22,2022-01-22,Cobertura amplia,Chevrolet Cruze,2020,16055,700,Vencido,1,1
